query,tfidf_result,chroma_result_1,chroma_result_2,chroma_result_3,chroma_id_1,chroma_id_2,chroma_id_3,tfidf_in_chroma_top3
@GloCare Roger that! The line is now active. Thanks.,@GloCare Roger that! The line is now active. Thanks.,@GloCare Roger that! The line is now active. Thanks.,@GloCare The line is deactivated...,@GloCare Please how do I activate my line,28344,736343,2669566,True
@GloCare Awaiting...,@GloCare Awaiting...,@GloCare Awaiting...,@GloCare am waiting,@GloCare I will patiently be waiting.,28348,2092858,1653393,True
@GloCare The line is still blocked,@GloCare The line is still blocked,@GloCare The line is still blocked,@GloCare The line is deactivated...,I'm having issues with my line @GloCare,28350,736343,1386016,True
@GloCare 07055512483,@GloCare  a feast for glo collecting tat funds as if I don't know wat to do wit money please delete all unnecessary things I didnt subscribe,@GloCare 07055512483,@GloCare 08055248394,@GloCare 08051400336,28356,549930,386998,False
"@GloCare I have made several calls, now I am wondering if the line is being reactivated on Mars! Finally, I am so disappointed! Glo, ona fall my hand","@GloCare I have made several calls, now I am wondering if the line is being reactivated on Mars! Finally, I am so disappointed! Glo, ona fall my hand","@GloCare I have made several calls, now I am wondering if the line is being reactivated on Mars! Finally, I am so disappointed! Glo, ona fall my hand","@GloCare Hello, I did welcome back on my line four days ago but the line hasn't been activated yet. What should I do?",@GloCare Roger that! The line is now active. Thanks.,28358,734462,28344,True
I just tire for @117627 @GloCare network. Over 1 week and the network is still messed up.,I just tire for @117627 @GloCare network. Over 1 week and the network is still messed up.,I just tire for @117627 @GloCare network. Over 1 week and the network is still messed up.,Exactly what is @117627 @GloCare problem ??? Bad network for over 3 days now.,"@GloCare Your network is bad this days 
I don't have network on my line throughout yesterday ....here is my number 08158596963",29884,242043,296349,True
"@GloCare @117627 The network has been terrible for about a week now and all I hear is ""we are working on it""","@GloCare @117627 The network has been terrible for about a week now and all I hear is ""we are working on it""","@GloCare @117627 The network has been terrible for about a week now and all I hear is ""we are working on it""",@GloCare @117627 Network is still bad.. very bad.,Hi @GloCare your network has been terrible for weeks now.,29883,2441576,1546534,True
@117627 @GloCare Thanks to resolve the deduction on my line. Pls see below another SMS which I never subscribed for. https://t.co/zMMEZRlEO1,@117627 @GloCare Thanks to resolve the deduction on my line. Pls see below another SMS which I never subscribed for. https://t.co/zMMEZRlEO1,@117627 @GloCare Thanks to resolve the deduction on my line. Pls see below another SMS which I never subscribed for. https://t.co/zMMEZRlEO1,@117626 @117628 kindly prevail on @117627 @GloCare to stop unsolicited/promotional sms on my mobile line.,@GloCare I do not wish to receive this SMS again https://t.co/9VMIldtQVD,29888,1977897,2938586,True
"@GloCare good morning, I need to change my tariff plan to Glo Bumper, pls help","@GloCare good morning, I need to change my tariff plan to Glo Bumper, pls help","@GloCare good morning, I need to change my tariff plan to Glo Bumper, pls help",@GloCare how do i check my tariff plan??? I need the glo bumper plan,@GloCare please which glo tariff plan support easyshare.thanks,29891,796370,1199701,True
"@117627 @GloCare I sent this message on Monday, I have not been replied till date","@117627 @GloCare I sent this message on Monday, I have not been replied till date","@117627 @GloCare I sent this message on Monday, I have not been replied till date",@GloCare @117627 I got no response,@117627 @GloCare I have replied in DM.,29893,2556906,2560015,True
I have done this so many times but it keeps coming back. Is there anything you can do from your end to stop this. @117627 @GloCare https://t.co/q4l0iIMcsF,I have done this so many times but it keeps coming back. Is there anything you can do from your end to stop this. @117627 @GloCare https://t.co/q4l0iIMcsF,I have done this so many times but it keeps coming back. Is there anything you can do from your end to stop this. @117627 @GloCare https://t.co/q4l0iIMcsF,@GloCare 09051555405. This has always been occurring and I have made complains several times but I want this one back and a final stop to it,"@GloCare this has been happening for a while now I can't take no more,  refund my money!!!",33119,832306,107471,True
"@GloCare please where can I locate glo office near University of Ibadan environs.
Need to retrieve my lost sim card ASAP. Thanks","@GloCare please where can I locate glo office near University of Ibadan environs.
Need to retrieve my lost sim card ASAP. Thanks","@GloCare please where can I locate glo office near University of Ibadan environs.
Need to retrieve my lost sim card ASAP. Thanks","@GloCare @117627 the glo line on 12th November 2015 @ glo office in Adeniran Ogunsanya surulere, I lost the Sim card and also the pack","@GloCare do you have a Glo office in Ile-Ife Osun state? If yes, how can I locate the place? I need a Glo LTE 4G sim. Thanks",33122,428017,2742343,True
"@GloCare Thanks!
Was able to locate it, but could not retrieve my line as they said they don't have replacement sim for a while now.","@GloCare Thanks!
Was able to locate it, but could not retrieve my line as they said they don't have replacement sim for a while now.","@GloCare Thanks!
Was able to locate it, but could not retrieve my line as they said they don't have replacement sim for a while now.",@GloCare good morning. I lost my sim and I can't find my sim pack. What do I need to retrieve my line?,@GloCare Thanks for your response. Please what if I can't find the sim pack?,33121,606557,2222637,True
@GloCare No network/service since yesterday,@GloCare No network/service since yesterday,@GloCare No network/service since yesterday,@GloCare Still no network to access my account?,Its been over two weeks we have been battling with no network service @GloCare,33126,317831,2121867,True
"@GloCare what is happening with your service in Yola, we are experiencing poor service delivery especially access to internet.","@GloCare what is happening with your service in Yola, we are experiencing poor service delivery especially access to internet.","@GloCare what is happening with your service in Yola, we are experiencing poor service delivery especially access to internet.",@GloCare for some weeks now the Glo network has been so poor when it comes to Internet services... Pls what is wrong,@GloCare what's wrong with your data service....its been poor today and network outage,33129,720891,1915731,True
I got this again after the first message sent to you pls explain all to me @GloCare https://t.co/BGF3b0OOT1,I got this again after the first message sent to you pls explain all to me @GloCare https://t.co/BGF3b0OOT1,I got this again after the first message sent to you pls explain all to me @GloCare https://t.co/BGF3b0OOT1,"@GloCare I received this Message, Kindly Check the Screenshot.  Thanks https://t.co/luveW78K43","@GloCare I received this Message, Kindly Check the Screenshot.  Thanks https://t.co/luveW78K43",35836,327884,327884,True
@GloCare 08079974767.Thanks,@GloCare 08079974767.Thanks,@GloCare 08079974767.Thanks,@GloCare 08077216968 thanks,@GloCare 08079668500. Thanks,35835,2651187,1553144,True
@GloCare Very horrible and unprofessional from glo. I can't use the internet for 3 days,@GloCare Very horrible and unprofessional from glo. I can't use the internet for 3 days,@GloCare Very horrible and unprofessional from glo. I can't use the internet for 3 days,@GloCare Worst internet service ever.,@GloCare for some weeks now the Glo network has been so poor when it comes to Internet services... Pls what is wrong,46207,2444376,720891,True
@GloCare got a message for autorenewal bonus but its not reflecting in my account. 08078646633,@GloCare got a message for autorenewal bonus but its not reflecting in my account. 08078646633,@GloCare got a message for autorenewal bonus but its not reflecting in my account. 08078646633,@GloCare Done that and the bonus is not on the account,@GloCare @165622 Despite messaging me that i got 100% bonus but i didn't see it in my balance! I want know why!,46209,736320,209698,True
@GloCare When are you going to bring solution to your poor internet?,@GloCare When are you going to bring solution to your poor internet?,@GloCare When are you going to bring solution to your poor internet?,@GloCare Worst internet service ever.,@GloCare are you people going to fix this network problem or not?,46211,2444376,1069668,True
"@Glocare, I was given 3.75 gig instead of 7.5 gig. My number is 08159996633","@Glocare, I was given 3.75 gig instead of 7.5 gig. My number is 08159996633","@Glocare, I was given 3.75 gig instead of 7.5 gig. My number is 08159996633","@GloCare I subscribed for #1000 data which is 3.2gb, but i was given 1.6gb instead of 3.2gb. My number is 09055489757.","@GloCare hi, I subbed for the 1k plan and was given 2274MB Instead of the 3.2gb",46213,1801323,1802071,True
"@GloCare Pls, I've 4g phone with glo sim. Do I have to swap my sim for 4g sim to be able to access 4g LTE  for browsing? Thanks.","@GloCare Pls, I've 4g phone with glo sim. Do I have to swap my sim for 4g sim to be able to access 4g LTE  for browsing? Thanks.","@GloCare Pls, I've 4g phone with glo sim. Do I have to swap my sim for 4g sim to be able to access 4g LTE  for browsing? Thanks.",@GloCare good afternoon please may I know how to change my glo SIM to a 4g-LTE enabled one,@GloCare hello good  morning.. I would like to upgrade/swap my sim for a 4g LTE enabled sim. Kindly assist.,46215,1345489,632369,True
